Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Alpine,14.833407125071796,14.478621182795699,14.203338977101469,1.003,1.066,0.13,20000,2250,0,1,100,1000
