Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
Schwefel,1.15918948,0.91370627,0,1.003,1.066,0.13,10,100,0,10000
