Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness,Mutations,Runs,Parallel
Rastrigin,1.0798521301884922,0.80603542588770751,1.0793857814620027,1.003,1.066,0.13,4,10,0,11505,1,2,1
