Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Trid,3.0054526527442387,2.692616307369101,3.00029751452066,1.003,1.066,0.13,20000,2250,0,1,100,1000
