Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Qing,0.44737553530780644,0.3854559646464646,0.4311783812517464,1.003,1.066,0.13,20000,2250,0,1,100,1000
