Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Rastrigin,2.1554000501758392,1.9263462110586935,2.1390931439350833,1.003,1.066,0.13,20000,2250,0,1,100,1000
