Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
SumSquares,1.05303164,0.85563024,1.05560051,1.003,1.066,0.13,10,100,0,2140
