Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
Sphere,5.2219566964403805,4.331438828331962,6.638740269228995,1.003,1.066,0.13,2250,20000,0,29363
