Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
SumSquares,3.0080674392366817,2.7610772291666668,2.961560902740894,1.003,1.066,0.13,20000,2250,0,1,100,1000
