Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Brown,3.7373058269611317,3.125346421404682,3.5459842473289003,1.003,1.066,0.13,20000,2250,0,1,100,1000
