Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Schwefel220,2.0233443379817317,1.7281809956043952,2.0008377636087094,1.003,1.066,0.13,20000,2250,0,1,100,1000
