Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Salomon,1.524700051000892E-4,1.2129934210526312E-4,1.5312323726423408E-4,1.003,1.066,0.13,20000,2250,0,1,100,1000
