Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
SumOfPowers,1.10741348,0.89461993,0,1.003,1.066,0.13,10,10000,0,17.55
