StartYear,EndYear,EnvironmentCapacity,BreedingProbability,Disease,FitnessFactor,ExpectedMaxPopulation,MaxAge,MaxBreedingAge,AvgCapacityFactor,AvgCapacityFitness,Mutations
-50,0,15,0.35,False,0.75,15,90,41,2.32402856229345,1.74302142172009,150
1,43,20,0.35,False,0.5625,20,90,41,3.9571884398334,2.22591849740629,150
44,200,45,0.35,False,0.671875,45,90,41,2.8906020494763,1.94212325199189,150
201,410,30,0.35,False,0.671875,30,90,41,0.900301786467445,0.604890262782814,150
411,430,12,0.35,False,0.671875,12,90,41,0.845610094566004,0.568144282286534,150
431,500,13,0.35,False,0.671875,13,90,41,0.904743827600969,0.607874759169401,150
501,750,13,0.35,False,0.671875,13,90,41,0.899597186147186,0.60441685944264,150
751,950,14,0.35,False,0.671875,14,90,41,0.87474340569561,0.587718225701738,150
951,1066,15,0.35,False,0.503906,15,90,41,4.45902187219446,2.24692787553002,150
1067,1086,20,0.35,False,0.503906,20,90,41,1.14466925231631,0.576805704257703,150
1087,1190,37,0.35,False,0.503906,37,90,41,1.10896580005311,0.558814520441563,150
1191,1220,48,0.35,False,0.503906,48,90,41,1.10713502497579,0.557891981895452,150
1221,1250,50,0.35,False,0.503906,50,90,41,1.07792001515973,0.543170363159077,150
1251,1279,53,0.35,False,0.503906,53,90,41,1.08618787294592,0.547336586304689,150
1280,1290,57,0.35,False,0.503906,57,90,41,1.07764756116064,0.543033071954212,150
1291,1315,56,0.35,False,0.503906,56,90,41,1.07852783379881,0.543476646618223,150
1316,1325,50,0.35,False,0.503906,50,90,41,1.06192691356848,0.535111343308639,150
1326,1348,57,0.35,False,0.503906,57,90,41,1.08845322074599,0.548478108653231,150
1349,1351,30,0.35,True,0.503906,30,90,41,0.889803921568627,0.448377534901961,150
1352,1377,30,0.35,False,0.503906,30,90,41,1.03801323590704,0.523061097652975,150
1378,1400,25,0.35,False,0.503906,25,90,41,1.06578213929853,0.537054014685367,150
1401,1430,24,0.35,False,0.627929,24,90,41,2.67244682585268,1.67810686291085,150
1431,1450,23,0.35,False,0.627929,23,90,41,0.846366533972763,0.531458091310983,150
1451,1490,26,0.35,False,0.470946,26,90,41,3.75682770937484,1.76926298241924,150
1491,1522,28,0.35,False,0.470946,28,90,41,1.16913725766987,0.550600514950593,150
1523,1541,34,0.35,False,0.470946,34,90,41,1.15384829797891,0.543400240539976,150
1542,1560,38,0.35,False,0.470946,38,90,41,1.12585518174038,0.530216994419903,150
1561,1600,50,0.31,False,0.470946,50,90,41,1.12499924970848,0.529813896653208,150
1601,1650,63,0.29,False,0.470946,63,90,41,1.14233147695123,0.537976439744275,150
1651,1700,62,0.26,False,0.470946,62,90,41,1.12767472308493,0.531073900137954,150
1701,1801,113,0.25,False,0.470946,113,90,41,1.12346926995802,0.529093358809649,150
1802,1811,125,0.28,False,0.470946,125,90,41,1.12751935785852,0.531000731506036,150
1812,1821,134,0.28,False,0.470946,134,90,41,1.10745629788569,0.521552113664075,150
1822,1831,158,0.26,False,0.470946,158,90,41,1.12913529922014,0.53176175262653,150
1832,1841,202,0.25,False,0.470946,202,90,41,1.13750245737946,0.535702232293027,150
1842,1851,274,0.22,False,0.470946,274,90,41,1.12977830488863,0.532064573574083,150
1852,1861,290,0.25,False,0.470946,290,90,41,1.10835068656833,0.521973322436609,150
1862,1871,315,0.22,False,0.470946,315,90,41,1.10586664855398,0.520803474669904,150
1872,1881,350,0.21,False,0.470946,350,90,41,1.11942915710211,0.527190683820609,150
1882,1891,378,0.19,False,0.470946,378,90,41,1.11509429248295,0.525149196667676,150
1892,1901,382,0.18,False,0.470946,382,90,41,1.11331152567362,0.524309609769889,150
1902,1911,421,0.13,False,0.470946,421,90,41,1.12394799485994,0.529318812387309,150
1912,1921,440,0.14,False,0.470946,440,90,41,1.11285714000184,0.524095618655305,150
1922,1931,450,0.12,False,0.470946,450,90,41,1.11882504112866,0.526906177819377,150
1932,1941,502,0.07,False,0.470946,502,90,41,1.14492235003692,0.539196601060488,150
1942,1951,528,0.08,False,0.470946,528,90,41,1.13121945719999,0.532743278490508,150
1952,1961,559,0.09,False,0.470946,559,90,41,1.13079426619532,0.532543036487621,150
1962,1971,563,0.1,False,0.470946,563,90,41,1.13056413229571,0.532434655848137,150
1972,1981,574,0.07,False,0.470946,574,90,41,1.13487084499769,0.53446288496828,150
1982,1991,593,0.1,False,0.470946,593,90,41,1.13113536713731,0.532703676611847,150
1992,2001,632,0.09,False,0.470946,632,90,41,1.13508963271707,0.534565922169575,150
2002,2011,656,0.09,False,0.470946,656,90,41,1.14782623410238,0.540564173645581,150
2012,2015,662,0.09,False,0.470946,662,90,41,1.14314243043281,0.538358355042609,150
