Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness,Mutations
Ackleys,1.875,1.50188022,1.823825307,1.003,1.066,0.13,4,10,0,420,1
