Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
Rastrigin,4.137754261,3.3816288,4.430450439,0.09,1000,20000,150,20,1
