Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
Zakharoy,23.09574439,19.39952154,26.08321891,0.09,1000,20000,150,20,1
