Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
StyblinksiTang,3.859482674,3.14801593,4.106083299,0.09,1000,20000,150,20,1
