Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
Rosenbrock,6.82455717,5.175901963,7.154935937,0.09,1000,20000,150,20,1
