"Tuning File","Epochs File","Generations File","Max Expected Population","Historical Disease Population","Historical Disease Killed","Historical Disease Death Rate","Modern Disease Population","Modern Disease Killed","Modern Disease Death Rate","Total Born","Total Killed","Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"..\2018-11-08\tuning\Ackleys-20000-1000.csv","..\2018-11-08\epochs\functionepochs-Ackleys-20000-1000-150.csv","allgenerations-2018-11-08T10-20-34.174Z.csv","13240","1139","671","58","12250","6511","53","106812","90775","Ackleys","1.571629335","1.24054319","1.625835752","0.09","1000","20000","150.0","20","1"
"..\2018-11-08\tuning\Alpine-20000-1000.csv","..\2018-11-08\epochs\functionepochs-Alpine-20000-1000-150.csv","allgenerations-2018-11-08T10-29-03.884Z.csv","13240","1405","812","57","15203","7715","50","127783","119781","Alpine","8.164121406","6.833642246","9.239414544","0.09","1000","20000","150.0","20","1"
"..\2018-11-07\tuning\Ackleys-20000-1000.csv","..\2018-11-07\epochs\functionepochs-Ackleys-20000-1000-150.csv","allgenerations-2018-11-08T11-47-30.395Z.csv","662","57","37","64","612","316","51","5401","4494","Ackleys","1.571629335338574","1.2405431899434898","1.6258357523395932","0.09","1000","20000","150.0","1","1"
"..\2018-11-07\tuning\Ackleys-20000-1000.csv","..\2018-11-07\epochs\functionepochs-Ackleys-20000-1000-150.csv","allgenerations-2018-11-08T11-54-09.897Z.csv","662","57","34","59","624","333","53","4828","4198","Ackleys","1.571629335338574","1.2405431899434898","1.6258357523395932","0.09","1000","20000","150.0","1","1"
"..\2018-11-08\tuning\Ackleys-20000-1000.csv","..\2018-11-08\epochs\functionepochs-Ackleys-20000-1000-150.csv","allgenerations-2018-11-08T11-56-46.326Z.csv","13240","1125","673","59","12622","6647","52","98797","85581","Ackleys","1.571629335","1.24054319","1.625835752","0.09","1000","20000","150.0","20","1"
"..\2018-11-08\tuning\Ackleys-20000-1000.csv","..\2018-11-08\epochs\functionepochs-Ackleys-20000-1000-150.csv","allgenerations-2018-11-08T12-18-53.093Z.csv","13240","1139","671","58","12250","6511","53","106812","90775","Ackleys","1.571629335","1.24054319","1.625835752","0.09","1000","20000","150.0","20","1"
