"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"ChungReynolds","0.9834567942904328","0.8112483050924076","1.0637602474470575","1.066","1.066","0.13","4","10","0.0","1.0","2.0E-4","1","1"
