"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Ackleys","1.1961757711827905","0.9864254369271486","1.3232207992305614","1.066","1.066","0.13","40","200","0.0","1.0","100.0","1","1"
