Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Ackleys,1.3895586618131233,3.476961544642857,1.338918373034784,1.003,1.066,0.13,20000,2250,0,1,100,1000
