Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Schwefel226,1.4279609851001467,1.2936827956989247,1.4357416780967314,1.003,1.066,0.13,20000,2250,0,1,100,1000
