"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Griewank","1.230468","1.230468","1.230468","0.09","100","10","0.0075","1","1"
