"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Qing","4.997677230888729","4.098660390968339","5.386703613652122","1.066","1.066","0.13","100","20000","0.0","1.0","10.0","1","1"
