"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"DixonPrice","1.5047516489233055","1.239661537423471","7.533583139842566","1.066","1.066","0.13","4","10","0.0","1.0","1.0","1","1"
