"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Trid","2.7987861251236783","2.236680100787699","3.0546116555332725","1.0","1.0","0.09","1000","20000","0.0","1.0","150.0","1","1"
