"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Random","1.4797296756756757","1.25","1.0","0.09","100","5","0.00375","1","1"
