Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Griewank,3.129124344913772,2.622967016129032,2.964682112234984,1.003,1.066,0.13,20000,2250,0,1,100,1000
