"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"SinX","0.80234375","0.640625","0.640625","0.09","10","100","0.001","1","1"
