"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Alpine","13.747496193708649","10.939819826786266","15.103212429500326","0.09","1000","20000","150.0","1","1"
