"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Ackleys","1.35512597885216","1.0520940557359306","1.3942885615984122","0.09","1000","20000","150.0","1","1"
