"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Schwefel220","1.0059850527090441","0.8259338977154468","1.2245034288161638","1.066","1.066","0.13","4","10","0.0","1.0","1.0","1","1"
