"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Schwefel220","2.60692584814974","1.5159622618907012","2.8298542857142857","0.09","1000","20000","150.0","1","1"
