Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
SchumerSteiglitz,5.055832265321309,4.1775166666666665,4.9946539561669585,1.003,1.066,0.13,20000,2250,0,1,100,1000
