"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Zakharoy","0.002100090585371552","0.011642528895908427","8.861123025760797E-4","0.07","1000","20000","150.0","1","1"
