"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Sphere","3.015936213045303","2.513888888888889","3.220921943798923","0.09","1000","20000","150.0","1","1"
