"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Brown","1.6802343199999998","0.31406239999999996","0.31406239999999996","0.09","10","8","1.25","1","1"
