"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"SumOfPowers","0.056073125774785446","0.05054665335753176","0.057268454702407254","0.09","1000","20000","150.0","1","1"
