Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Zakharoy,0.9666216300626981,0.8504658868528732,0.7419089491989452,1.003,1.066,0.13,20000,2250,0,1,100,1000
