"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"Exponential","0.8357030699999999","0.7421873999999999","0.7421873999999999","0.09","10","8","1.25","1","1"
