"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"StyblinksiTang","3.7829098755706787","3.0300284786050624","4.073671180615502","0.09","1000","20000","150.0","1","1"
