"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Alpine","3.6170944875260154","2.9844557049163285","3.8980778948915216","1.066","1.066","0.13","10","100","0.0","1.0","0.005","1","1"
