"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"Sphere","2.8632006651630793","2.4338097936741567","3.103148291895397","1.066","1.066","0.13","100","20000","0.0","1.0","10.0","1","1"
