"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"SchumerSteiglitz","4.713344432864605","3.9446892881417646","5.064427137089334","1.066","1.066","0.13","100","20000","0.0","1.0","10.0","1","1"
