"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"SumSquares","1.0081595202129214","0.8313297501083433","1.3183372473286936","1.066","1.066","0.13","4","10","0.0","1.0","1.0","1","1"
