Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Number of Genes,Size of Genes,Min Fitness,Max Fitness,Mutation,Runs
Exponential,0.9983385721125517,0.9091455419580419,0.9887913421983506,1.003,1.066,0.13,20000,2250,0,1,100,1000
