"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"DixonPrice","1.665234375","0.1640625","0.1640625","0.09","10","100","0.1","1","1"
