"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"SumOfPowers","0.013977994832096951","0.011542010933045684","0.014428089851644609","1.066","1.066","0.13","10","20000","0.0","1.0","1.0","1","1"
