"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"FixedOne","0.9558927562850796","0.7838078592454643","1.0054515098690566","0.09","1000","20000","150.0","1","1"
