"Function","Historic Fit","Disease Fit","Modern Fit","Modern Kill","Historic Kill","Modern Breeding","Size of Genes","Number of Genes","Min Fitness","Max Fitness","Mutations","SeriesRuns","ParallelRuns"
"StyblinksiTang","1.0715545501844397","0.8861439238779849","1.1236247055308783","1.066","1.066","0.13","10","1000","0.0","1.0","0.05","1","1"
