Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
SumOfPowers,1.102742474,0.9141625,1.272948813,1.003,1.066,0.13,10,10000,0,17.55
