Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
Salomon,2.11E-04,1.56E-04,2.14E-04,0.09,1000,20000,150,20,1
