Function,Historic Fit,Disease Fit,Modern Fit,Modern Breeding,Size of Genes,Number of Genes,Mutations,SeriesRuns,ParallelRuns
FixedHalf,1.911785513,1.567615718,2.01090302,0.09,1000,20000,150,20,1
