Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Qing,0.849994932427677,0.689335317460317,0.882157472824448,0.09,1000,20000,150,1,1
