Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Ackleys,1.50526833095447,1.19508322858722,6.1594902361628,0.09,1000,20000,150,1,1
