Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
SumSquares,2.99372142122259,2.52009748913905,3.09053373652666,0.09,1000,20000,150,1,1
