Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Salomon,0.000196744411304301,0.000161408466241361,0.000215074958888397,0.09,1000,20000,150,1,1
