Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Exponential,0.960377439877486,0.797548621074446,1.0484417435794,0.09,1000,20000,150,1,1
