Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Trid,10.2269509222126,8.13054152637486,9.85156821369125,0.09,1000,20000,150,1,1
