Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
ChungReynolds,8.93151234549017,6.96765762417936,9.77857245093249,0.09,1000,20000,150,1,1
