Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Brown,3.58427224080476,2.81029319041614,3.73218940364694,0.09,1000,20000,150,1,1
