Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
StyblinksiTang,9.04033386224283,7.12669163053475,9.59072174635274,0.09,1000,20000,150,1,1
